Actual,Predicted,Equal
DUF3997domain-containingprotein,DUF3999domain-containingprotein,False
sulfiteexporterTauE/SafEfamilyprotein,transthyretin-likefamilyprotein,False
eukaryotictranslationinitiationfactor1A,-family,False
kelchrepeat-containingprotein,LytTRfamilyDNA-bindingdomain-containingprotein,False
ubiquitinfamilyprotein,-family,False
sporecortexbiosynthesisproteinYabQ,GTPcyclohydrolase,False
DUF483domain-containingprotein,DUF523domain-containingprotein,False
1-phosphatidylinositol-3-phosphate5-kinase,phosphatidylinositol5-phosphate4-kinasetype-2,False
LysMpeptidoglycan-bindingdomain-containingprotein,tRNAuridine5-oxyaceticacid(34)methyltransferaseCmoM,False
alkalinephosphatase,-family,False
PI-PLCdomain-containingprotein,-family,False
transcriptionalregulator,-family,False
PASdomain-containingmethyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,False
exosomecomplexcomponent,M42familymetallopeptidase,False
DUF4396domain-containingprotein,DUF4377domain-containingprotein,False
NAD(P)H-quinoneoxidoreductase,aminoglycoside3'-phosphotransferase,False
methyl-acceptingchemotaxisprotein,phosphatidylinositol-4-phosphate5-kinasefamilyprotein,False
quinate/shikimatedehydrogenase,-family,False
peptidylprolylisomerase,ParB/RepB/Spo0Jfamilypartitionprotein,False
UPF0300familyprotein,DUF1788domain-containingprotein,False
DNAmismatchrepairproteinMutL,DNAgyraseinhibitor,False
bacteriocin-associatedintegralmembranefamilyprotein,DUF2familydomain-containingprotein,False
adaptorcomplexesmediumsubunitfamilyprotein,longin-likedomain-containingprotein,False
PAARdomain-containingprotein,M4familymetallopeptidase,False
regulatoryprotein,S1familypeptidase,False
tRNA5-methoxyuridine(34)/uridine5-oxyaceticacid(34)synthaseCmoB,pilusassemblyprotein,False
nucleartransportfactor2familyprotein,DUF4401domain-containingprotein,False
FAD-dependentoxidoreductase,-family,False
phosphopentomutase,phosphohistidinephosphataseSixA,False
GTPcyclohydrolase,-family,False
glycosyltransferasefamilyprotein,UDP-N-acetylmuramatedehydrogenase,False
DUF4512domain-containingprotein,-family,False
glycosyltransferasefamilyprotein,glycosyltransferase,False
monovalentcation/H()antiportersubunit,-family,False
PXdomain-containingprotein,PXandBARdomain-containingprotein,False
hydrogenasematurationprotease,lipasefamilyprotein,False
M14familycarboxypeptidase,carboxypeptidase,False
photosystemIreactioncentersubunit,-family,False
YhdPfamilyprotein,-family,False
"3,4-dihydroxy-2-butanone-4-phosphatesynthase",-family,False
30Sribosomalprotein,-family,False
4Fe-4Ssingleclusterdomain-containingprotein,ferredoxin,False
responseregulator,DNA-bindingresponseregulator,False
ubiquinoloxidasesubunitII,methyl-acceptingchemotaxisprotein,False
alcoholdehydrogenase,zinc-bindingdehydrogenase,False
cystineABCtransportersubstrate-bindingprotein,zinc-fingerdomain-containingprotein,False
DUF5430familyprotein,DUF5426familyprotein,False
"FYVE,RhoGEFandPHdomain-containingprotein",non-ribosomalpeptidesynthetase,False
YdcHfamilyprotein,-family,False
regulatorofhemoglobinizationanderythroidcellexpansionprotein,DUF4602domain-containingprotein,False
lipid-A-disaccharidesynthase,-family,False
pilus(MSHAtype)biogenesisproteinMshL,serine/threonine-proteinkinase,False
SGNH/GDSLhydrolasefamilyprotein,hormonereceptor,False
phototropin,tyrosine-proteinkinase,False
TetR/AcrRfamilytranscriptionalregulator,GntRfamilytranscriptionalregulator,False
M4familymetallopeptidase,proto-oncogenetyrosine-proteinkinase,False
DUF3482domain-containingprotein,DUF3501familyprotein,False
Tol-PalsystemproteinTolB,-family,False
endoplasmicreticulummembrane-associatedRNAdegradationprotein,DUF4192domain-containingprotein,False
acetateandsugarkinases/Hsc70/actinfamilyprotein,ROKfamilyprotein,False
M20familymetallopeptidase,flavodoxin,False
DCKLfamilyserine/threonine-proteinkinase,ubiquitinfamilyprotein,False
CLIP-associatingfamilyprotein,-family,False
INGfamilyprotein,bifunctionallysylphosphatidylglycerolflippase/synthetaseMprF,False
MFStransporter,sodium-dependentglucosetransporter1,False
DUF1292domain-containingprotein,-family,False
DUF971domain-containingprotein,DUF982domain-containingprotein,False
zincfingerandBTBdomain-containingprotein,ferlinfamilyC2domain-containingprotein,False
TMEM45familyprotein,-family,False
nucleotideexchangefactorGrpE,-family,False
methyltransferase,-family,False
aminoacidaminotransferase,bifunctionalpyrroloquinolinequinonebiosynthesisproteinPqqC/PqqD,False
T2familyribonuclease,ribonucleasePproteincomponent,False
S49familypeptidase,signalpeptidepeptidase,False
NADHdehydrogenasesubunit,-family,False
GIG1familyprotein,DUF3606domain-containingprotein,False
lyticmureintransglycosylase,PAN2-PAN3deadenylationcomplexsubunitPAN3,False
sigma-54-dependentFisfamilytranscriptionalregulator,typeIpolyketidesynthase,False
DUF896domain-containingprotein,-family,False
phosphorylatedadapterRNAexportRNA-bindingdomain-containingprotein,alpha/betahydrolase,False
alpha-L-rhamnosidase,V(D)Jrecombination-activatingprotein1,False
glycosidehydrolasefamilyprotein,-family,False
DUF1461domain-containingprotein,DUF2familydomain-containingprotein,False
L-threonylcarbamoyladenylatesynthase,-family,False
VWAdomain-containingprotein,DNAmismatchrepairproteinMutL,False
methyltransferasedomain-containingprotein,uracil-DNAglycosylasefamilyprotein,False
m7GpppN-mRNAhydrolase,PAP/fibrillinfamilyprotein,False
helix-turn-helixdomain-containingprotein,helix-turn-helixtranscriptionalregulator,False
CIA30familyprotein,typeVIsecretionsystemtipproteinVgrG,False
F-box/WDrepeat-containingprotein,sensorhistidinekinase,False
p-hydroxycinnamoylCoAhydratase/lyase,enoyl-CoAhydratase,False
aldo/ketoreductase,two-componentsystemsensorhistidinekinase,False
starvation-sensingproteinRspA,o-succinylbenzoatesynthase,False
flagellarmotorswitchprotein,-family,False
SDRfamilyoxidoreductase,UbiH/UbiF/VisC/COQ6familyubiquinonebiosynthesishydroxylase,False
flavodoxin/ferredoxin-dependent(E)-4-hydroxy-3-methylbut-2-enyl-diphosphatesynthase,Rho-relatedGTP-bindingproteinRhoU-like,False
YhdTfamilyprotein,DUF987domain-containingprotein,False
gem-associatedprotein,geranylgeranyldiphosphatereductase,False
sigma-G-dependentsporulation-specificacid-solublesporeproteinCsgA,UBXdomain-containingprotein,False
ATPsynthaseF0subunit,-family,False
GGDEFdomain-containingprotein,PASdomain-containingsensorhistidinekinase,False
BMCdomain-containingprotein,ABCtransportersubstrate-bindingprotein,False
"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosaminetransaminase",FNRfamilytranscriptionfactor,False
nucleotide-sugartransporterfamilyprotein,-family,False
pleckstrinhomologydomain-containing,PEPPfamilyprotein,False
peptidylprolylisomerase,branched-chainaminoacidABCtransporterATP-bindingprotein/permease,False
alpha-D-ribose1-methylphosphonate5-triphosphatediphosphatase,dihydroorotase,False
CLASPfamilyprotein,GNATfamilyN-acetyltransferase,False
methyl-acceptingchemotaxisprotein,potassiumchannelprotein,False
glutathione-regulatedpotassium-effluxsystemprotein,tRNA(adenosine(37)-N6)-threonylcarbamoyltransferasecomplextransferasesubunitTsaD,False
telomererepeatbindingprotein,mesoderminductionearlyresponseprotein,False
envelopeprotein,-family,False
myosinfamilyprotein,-family,False
heme-bindingprotein,ATP-bindingprotein,False
zincfingerandBTBdomain-containingprotein,BTB/POZandTAZdomain-containingprotein,False
replication/maintenanceproteinRepL,LuxRfamilytranscriptionalregulator,False
toprimdomain-containingprotein,chloridechannelprotein,False
addictionmoduleprotein,collagen-liketriplehelixrepeat-containingprotein,False
methionineadenosyltransferase,S-adenosylmethioninesynthetaseN-terminaldomain-containingprotein,False
methyl-acceptingchemotaxisprotein,50Sribosome-bindingGTPase,False
flagellarbiosynthesisanti-sigmafactorFlgM,nitrousoxide-stimulatedpromoterfamilyprotein,False
SpoIIEfamilyproteinphosphatase,DEAD/DEAHboxhelicase,False
non-ribosomalpeptidesynthetase,glycosidehydrolasefamilyprotein,False
leucine-richrepeatflightless-interactingprotein,PAC2familyprotein,False
FHY3/FAR1familyprotein,FTHdomain-containingprotein,False
MnhBdomain-containingprotein,translationinitiationfactor,False
molybdopterinmolybdotransferase,-family,False
mitochondrialimportinnermembranetranslocasesubunit,MarCfamilyprotein,False
phosphoserinephosphatase,glycosyltransferasefamilyprotein,False
G-proteincoupledreceptor,alkalinephosphatase,False
forkheadboxtranscriptionfactor,forkheadboxprotein,False
glutathionylspermidinesynthasefamilyprotein,citratelyasesubunitalpha,False
4'-phosphopantetheinyltransferase,"5'-nucleotidase,lipoproteine(P4)family",False
ATP-bindingprotein,sensorhistidinekinase,False
zincin-likemetallopeptidasedomain-containingprotein,-family,False
fructose-bisphosphataseclassII,V-typeprotonATPasesubunit,False
F0F1ATPsynthasesubunit,-family,False
co-chaperone,Zn(II)2Cys6transcriptionfactor,False
DUF2322familyprotein,YlbGfamilyprotein,False
ergothioneinebiosynthesisglutamate--cysteineligaseEgtA,oxidationresistanceprotein1,False
ribonucleaseHI,NYNdomain-containingprotein,False
sigma-70familyRNApolymerasesigmafactor,RNApolymerasesigmafactor,False
ribonucleasePproteincomponent,-family,False
ferrochelatase,JDVT-CTERMsystemglutamic-typeintramembraneprotease,False
envelopestressresponseproteinPspG,-family,False
anti-sigmafactor,DUF2773domain-containingprotein,False
CoA-disulfidereductase,-family,False
peptidechainreleasefactor,-family,False
tRNA-methylthiotransferase,DUF2235domain-containingprotein,False
fructokinase,-family,False
menaquinonebiosynthesisprotein,ABCtransportersubstrate-bindingprotein,False
WDrepeatDCAF13/WDSOF1familyprotein,myocyte-specificenhancerfactor2,False
hybridsensorhistidinekinase/responseregulator,sigma-54-dependentFisfamilytranscriptionalregulator,False
SDRfamilyoxidoreductase,DUF3108domain-containingprotein,False
3-isopropylmalatedehydratasesmallsubunit,-family,False
pyruvateferredoxin(flavodoxin)oxidoreductase,E3ubiquitin-proteinligase,False
DUF3557domain-containingprotein,-family,False
AraCfamilytranscriptionalregulator,translocation/assemblymoduleTamB,False
rRNAsmallsubunitmethyltransferaseB,E3ubiquitin-proteinligase,False
lipid-transferprotein,-family,False
succinatedehydrogenaseflavoproteinsubunit,-family,False
DUF373familyprotein,DUF356domain-containingprotein,False
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulatortranscriptionfactor,False
DUF1902domain-containingprotein,DUF2462domain-containingprotein,False
aconitatehydratase,3-oxosteroid1-dehydrogenase,False
majorfacilitatorsuperfamilydomain-containing,MFStransporter,False
RINGfingerprotein,DNA-pairprotein,False
typeIIIPLP-dependentenzyme,alanineracemase,False
molybdenumcofactorbiosynthesisprotein,dihydroorotase,False
PTScellobiose/arbutin/salicintransportersubunitIIBC,-family,False
sesquipedalian,GabfamilyPHdomain-containingprotein,False
anaerobicribonucleoside-triphosphatereductase,-family,False
pepsin-likeasparticprotease,transposase,False
envelopestressresponsemembraneprotein,sporephotoproductlyasefamilyprotein,False
myosinheavychain,DPFfamilyPHDfingerdomain-containingprotein,False
excinucleaseABCsubunitUvrA,thiamineABCtransporterATP-bindingprotein,False
"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosaminetransaminase",FNRfamilytranscriptionfactor,False
potassiumchannelprotein,fasciclindomain-containingprotein,False
responseregulatortranscriptionfactor,DNA-bindingresponseregulator,False
XRNfamily5'-3'exonuclease,SNF-relatedserine/threonine-proteinkinase,False
pyruvatekinase,-family,False
elongationfactor,-family,False
tartrate-resistantacidphosphatasetype5familyprotein,metallophosphoesterase,False
PTBdomain-containingprotein,peptidyl-prolylcis-transisomerase,False
hypoxanthine-guaninephosphoribosyltransferase,-family,False
NADH-quinoneoxidoreductasesubunit,-family,False
SANT/Myb-likeDNA-bindingdomain-containingprotein,solutecarrierfamily25protein,False
50Sribosomalprotein,sulfurrelayproteinTusC/DsrF,False
YjfKfamilyprotein,DUF2441domain-containingprotein,False
MFStransporter,-family,False
L-typelectindomain-containingprotein,serine/threonine-proteinkinase,False
MFStransporter,fasciclindomain-containingprotein,False
proteinkinasefamilyprotein,-family,False
transcriptionfactor,BTB/POZdomainandankyrinrepeat-containingprotein,False
typeIIIglutaminesynthetase,SICAfamilyprotein,False
TMAOreductasesystemproteinTorT,-family,False
D-2-hydroxyaciddehydrogenase,E3ubiquitin-proteinligase,False
molybdenumABCtransporterATP-bindingprotein,unc-50familyprotein,False
rhamnulose-1-phosphatealdolase,histidine--tRNAligase,False
DUF420domain-containingprotein,YggLfamilyprotein,False
cyclicnucleotide-gatedionchannel,Sec7domain-containingprotein,False
MOSCdomain-containingprotein,-family,False
thioesterasefamilyprotein,CapAfamilyprotein,False
PCIdomain-containingprotein,-family,False
TonB-dependentsiderophorereceptor,conjugativetransferATPase,False
PB1domain-containingprotein,-family,False
cutinasefamilyprotein,Hintdomain-containingprotein,False
bifunctionalserine/threonine-proteinkinase/ABCtransportersubstrate-bindingprotein,tetratricopeptiderepeat-containingserine/threonine-proteinkinase,False
N-acetyltransferase,aminoglycosidephosphotransferasefamilyprotein,False
ribosomal-protein-alanineN-acetyltransferase,-family,False
phenylalanine--tRNAligasesubunit,E2F/DPfamilytranscriptionfactor,False
kelchrepeatandBTBdomain-containingprotein,kelch-likeprotein,False
endo-beta-N-acetylglucosaminidasefamilyprotein,glycosyltransferasefamilyprotein,False
E3ubiquitinproteinligase,RINGfingerprotein,False
fasciclindomain-containingprotein,methyl-acceptingchemotaxisprotein,False
DUF483domain-containingprotein,DUF2familydomain-containingprotein,False
KCNGfamilypotassiumvoltage-gatedchannelprotein,potassiumvoltage-gatedchannelprotein,False
RNAdependentRNApolymerase,CASPdomain-containingprotein,False
40Sribosomalprotein,-family,False
TM2domain-containingprotein,CHAPdomain-containingprotein,False
double-strandedRNAbindingmotifdomain-containingprotein,phagevirulencefactorPagKfamilyprotein,False
DUF4311domain-containingprotein,DUF4313domain-containingprotein,False
L-selenocysteinyl-tRNA(Sec)synthase,biofilmformationregulator,False
DMdomain-containingprotein,-family,False
glycosidehydrolasefamilyprotein,transposase,False
homoserineO-succinyltransferase,-family,False
VanZfamilyprotein,-family,False
RcsstressresponsesystemproteinRcsF,SH3domain-containingprotein,False
DUF3021domain-containingprotein,DUF3007familyprotein,False
SANT/Myb-likeDNA-bindingdomain-containingprotein,helix-turn-helixtranscriptionalregulator,False
CUBdomain-containingprotein,cyclicnucleotide-bindingdomain-containingprotein,False
DUF4367domain-containingprotein,DUF4393domain-containingprotein,False
sigma-54-dependentFisfamilytranscriptionalregulator,PPEfamilyprotein,False
DUF829domain-containingprotein,-family,False
protein-serine/threoninephosphatase,serine/threonine-proteinphosphatase,False
fructose-bisphosphatealdolase,BolAfamilytranscriptionalregulator,False
GGDEFdomain-containingprotein,4Fe-4Sdiclusterdomain-containingprotein,False
D-alanyl-lipoteichoicacidbiosynthesisprotein,AarF/ABC1/UbiBkinasefamilyprotein,False
paraquat-inducibleproteinA,septumsite-determiningproteinMinC,False
exoribonucleaseII,-family,False
prefoldinsubunitalpha,originrecognitioncomplexsubunit,False
Sec7domain-containingprotein,WD40repeatdomain-containingprotein,False
DMTfamilytransporter,-family,False
DUF2917domain-containingprotein,DUF2919domain-containingprotein,False
preproteintranslocasesubunitSecE,preproteintranslocasesubunitYajC,False
typeIItoxin-antitoxinsystemantitoxin,helix-turn-helixdomain-containingprotein,False
ABCtransportersubstrate-bindingprotein,TRAPtransportersubstrate-bindingprotein,False
tetraspanin-9familyprotein,leukocytesurfaceantigenCD53,False
doubleC2-likedomain-containingprotein,copinefamilyC2domain-containingprotein,False
DNA-bindingresponseregulator,responseregulator,False
BURPdomain-containingprotein,TrbG/VirB9familyP-typeconjugativetransferprotein,False
DNAcytosinemethyltransferase,protein-argininedeiminasedomain-containingprotein,False
WD40repeatdomain-containingprotein,SANT/Myb-likeDNA-bindingdomain-containingprotein,False
acid-solublesporeproteinN,-family,False
LamB/YcsFfamilyprotein,DUF1295domain-containingprotein,False
translin,VIMfamilysubclassB1metallo-beta-lactamase,False
typeIItoxin-antitoxinsystemtoxin,EST1familyprotein,False
phagetailfiberrepeatfamilyprotein,-family,False
ObgfamilyGTPase,-family,False
E3ubiquitin-proteinligase,VWAdomain-containingRINGfingerprotein,False
DoxXfamilyprotein,YqaE/Pmp3familymembraneprotein,False
COG2958familyprotein,DUF2familydomain-containingprotein,False
bifunctionalNUDIXhydrolase/phosphatasePAP2familyprotein,NUDIXhydrolase,False
bL34familyribosomalprotein,50Sribosomalprotein,False
DUF3405domain-containingprotein,-family,False
